0	0
4400.0000	0.000
4487.8049	0.000
4575.6098	0.000
4663.4146	0.000
4751.2195	0.081
4839.0244	1.062
4926.8293	2.027
5014.6341	2.032
5102.4390	2.037
5190.2439	2.041
5278.0488	2.517
5365.8537	2.521
5453.6585	2.523
5541.4634	2.525
5629.2683	2.526
5717.0732	2.526
5804.8780	2.526
5892.6829	2.526
5980.4878	2.525
6068.2927	2.524
6156.0976	2.523
6243.9024	2.521
6331.7073	2.519
6419.5122	2.517
6507.3171	2.671
6595.1220	2.669
6682.9268	2.666
6770.7317	2.665
6858.5366	2.664
6946.3415	2.661
7034.1463	2.658
7121.9512	2.654
7209.7561	2.650
7297.5610	2.648
7385.3659	2.645
7473.1707	2.642
7560.9756	2.199
7648.7805	1.387
7736.5854	0.578
7824.3902	0.000
7912.1951	0.000
8000.0000	0.000
30000		0
